Sl.No.,Sources,Photo/comments,COMMON.NAME,STATE,region,LATITUDE,LONGITUDE,month,day,year,morph
754,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934334,80.2289 ,3,5,2016,I
755,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0713427,77.5750744,3,6,2016,W
756,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0713427,77.5750744,3,6,2016,W
757,OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,30.282495,73.513583,3,6,2016,W
758,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.375924,74.0005752,3,6,2016,R
759,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,7.9551,77.7558,3,6,2016,W
760,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0713427,77.5767851,3,7,2016,W
761,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.37,77.6832,3,7,2016,W
762,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.616315,75.9775,3,7,2016,R
763,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.616315,75.9775 ,3,7,2016,R
764,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.9103018,72.8141,3,9,2016,R
765,Fb,Photo,Indian Paradise-Flycatcher,Tamil nadu,South,8.383966,77.613294,3,9,2016,W
766,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3671,77.6831734,3,10,2016,W
767,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3616254,77.6831734,3,12,2016,R
768,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.9103,72.8137638,3,12,2016,W
769,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.9103,72.8145,3,12,2016,W
770,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.4757016,73.2709551,3,12,2016,W
771,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934334,80.2288628,3,12,2016,W
772,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0206,77.5839365,3,13,2016,R
773,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.9934334,77.658165,3,13,2016,W
774,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.7229028,77.5764 ,3,13,2016,R
775,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,13.0857318,80.0633705,3,13,2016,W
776,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934334,80.2704,3,13,2016,I
777,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934334,80.2704 ,3,13,2016,R
778,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934334,80.2428156,3,15,2016,R
779,ebird,comments,Indian Paradise-Flycatcher,West Bengal,East,21.5143,88.4012103,3,15,2016,R
780,ebird,Photo,Indian Paradise-Flycatcher,Goa,South,15.4354132,73.833,3,18,2016,W
781,ebird,Photo,Indian Paradise-Flycatcher,Goa,South,15.4307395,73.833 ,3,18,2016,I
782,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,10.5485773,79.3205 ,3,18,2016,I
783,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.1136724,75.648928,3,19,2016,W
784,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,76.8893809,3,20,2016,R
785,ebird,Photo,Indian Paradise-Flycatcher,Odisha,East,19.2179,85.8054 ,3,20,2016,R
786,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.3257,76.873776,3,20,2016,W
787,OBI,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,31.982023,81.269957,3,22,2016,R
788,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.549,79.6766028,3,25,2016,R
789,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,13.0857,80.0633705,3,25,2016,R
790,ebird,comments,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,27.1788819,77.3034042,3,26,2016,W
791,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,21.197299,88.3865 ,3,27,2016,W
792,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,21.197299,88.3865 ,3,27,2016,W
793,OBI,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.007208,79.526394,4,1,2016,W
794,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,76.8893809,4,2,2016,W
795,OBI,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.2211,79.526394,4,2,2016,W
796,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,22.152975,88.5952 ,4,3,2016,R
797,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,22.181516,88.5952 ,4,3,2016,W
798,ebird,comments,Indian Paradise-Flycatcher,Chandigarh,North,27.1789,76.8294418,4,6,2016,W
799,ebird,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,28.3634054,76.5248,4,7,2016,W
800,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.2924,74.9850905,4,7,2016,R
801,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,11.995163,76.2480737,4,9,2016,W
802,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.500008,76.9530705,4,9,2016,R
803,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.4629969,76.9561 ,4,9,2016,R
804,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.8841,78.0594 ,4,9,2016,W
805,Inaturalist,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,15.5469759,73.272695,4,10,2016,R
806,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934334,80.2288628,4,10,2016,I
807,ebird,comments,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.8582,78.0594,4,10,2016,W
808,OBI,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,4,10,2016,W
809,ebird,comments,Indian Paradise-Flycatcher,Chhattisgarh,East,18.522534,82.0191622,4,14,2016,W
810,ebird,comments,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,27.1788819,77.3034042,4,15,2016,W
811,ebird,comments,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,27.1788819,77.3034042,4,15,2016,W
812,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.152396,76.4378339,4,15,2016,R
813,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,4,15,2016,W
814,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.1437641,72.6834 ,4,16,2016,W
815,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8200673,77.5094716,4,17,2016,R
816,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8494,77.5094716,4,17,2016,R
817,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.2133939,79.3396 ,4,17,2016,R
818,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.5516,73.0644599,4,23,2016,R
819,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.571728,79.9893871,4,24,2016,R
820,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.0616,72.9089,4,27,2016,R
821,Fb,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,21.156481,79.080746,4,27,2016,R
822,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,29.422476,80.265264,4,28,2016,W
823,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,29.970093,78.198966,5,1,2016,W
824,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.2322,79.2985 ,5,5,2016,I
825,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,27.013126,79.0894 ,5,6,2016,W
826,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.5516,73.0644599,5,7,2016,R
827,OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.4585513,76.008501,5,8,2016,R
828,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,30.995911,78.460138,5,8,2016,W
829,Fb,Photo,Indian Paradise-Flycatcher,Rajasthan,North,22.5099273,76.5067 ,5,9,2016,R
830,ebird,Photo,Indian Paradise-Flycatcher,West Bengal,East,21.1523161,87.9219,5,13,2016,W
831,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.6921745,77.5648069,5,14,2016,R
832,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.567515,77.5674677,5,14,2016,R
833,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,30.322122,78.032927,5,14,2016,R
834,OBI,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.4328901,79.526394,5,14,2016,W
835,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.5289 ,5,14,2016,W
836,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.5289 ,5,14,2016,W
837,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.0773,79.8297206,5,15,2016,R
838,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.7026 ,5,16,2016,W
839,Fb,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,32.222268,77.193609,5,22,2016,I
840,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.5780099,77.5674677,5,22,2016,R
841,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,29.970093,78.198966,5,22,2016,W
842,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.3979539,79.5389 ,5,23,2016,W
843,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8200673,77.5094716,5,28,2016,R
844,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.169875,5,29,2016,R
845,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9351959,76.738232,5,30,2016,W
846,OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.4908,76.008501,6,3,2016,R
847,Inaturalist,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,27.027472,79.565963,6,3,2016,R
848,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.5994444,77.5680876,6,4,2016,R
849,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.6853376,73.0771065,6,5,2016,R
850,OBI,Photo,Indian Paradise-Flycatcher,Gujarat,Central,28.551636,73.279124,6,6,2016,R
851,OBI,Photo,Indian Paradise-Flycatcher,Gujarat,Central,29.3451,73.279124,6,6,2016,W
852,ebird,comments,Indian Paradise-Flycatcher,Jammu & Kashmir,Himalayas,28.4936629,74.765775,6,6,2016,W
853,Inaturalist,Photo,Indian Paradise-Flycatcher,West Bengal,East,22.152511,88.594163,6,7,2016,R
854,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.5798368,77.5674677,6,12,2016,R
855,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,26.0059,76.4851856,6,12,2016,R
856,ebird,comments,Indian Paradise-Flycatcher,Jammu & Kashmir,Himalayas,28.4638,75.1979062,6,13,2016,W
857,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.1578013,76.4378339,6,13,2016,R
858,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.796605,76.4378339,6,13,2016,W
859,OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.550552,78.170279,6,16,2016,R
860,Fb,Photo,Indian Paradise-Flycatcher,West Bengal,East,23.733144,88.393948,6,17,2016,W
861,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.1672298,76.4378339,6,18,2016,R
862,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,6,18,2016,W
863,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.2182248,76.4378339,6,19,2016,R
864,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.2183823,76.4378339,6,19,2016,R
865,OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.5591048,76.501982,6,19,2016,R
866,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,6,19,2016,W
867,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.510971,76.4615929,6,20,2016,R
868,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,6,20,2016,W
869,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.4215,73.6836022,6,21,2016,R
870,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,6,21,2016,W
871,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.2227,76.4378339,6,22,2016,R
872,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,25.200288,76.4378339,6,25,2016,W
873,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,76.6867697,6,26,2016,W
874,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.2514382,76.8853 ,6,26,2016,R
875,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.6258491,77.5681 ,7,2,2016,R
876,ebird,comments,Indian Paradise-Flycatcher,Telangana,Central,16.3691,77.8657776,7,2,2016,I
877,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.2271232,79.7027 ,7,6,2016,R
878,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.1540856,7,7,2016,R
879,ebird,Photo,Indian Paradise-Flycatcher,Gujarat,Central,19.3979539,72.8259 ,7,9,2016,R
880,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.6022863,77.5681,7,9,2016,R
881,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934334,80.2288628,7,9,2016,R
882,ebird,Photo,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.1541 ,7,10,2016,R
883,ebird,Photo,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.1541 ,7,13,2016,R
884,ebird,Photo,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.5717,79.9894 ,7,19,2016,W
885,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.0107 ,7,19,2016,W
886,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.3888,77.5803423,7,23,2016,R
887,ebird,Photo,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.1099 ,7,25,2016,W
888,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.7108464,77.564249,8,7,2016,R
889,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.2826,81.4722 ,8,7,2016,R
890,ebird,Photo,Indian Paradise-Flycatcher,Telangana,Central,16.355833,77.8658 ,8,13,2016,W
891,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.0639,76.7866176,8,29,2016,R
892,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.522534,72.8465104,9,11,2016,R
893,ebird,Photo,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.093 ,9,16,2016,W
894,ebird,comments,Indian Paradise-Flycatcher,Haryana,North,26.062108,77.093,9,25,2016,R
895,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,26.02214,77.5170422,9,25,2016,R
896,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,26.02214,77.5170422,9,26,2016,R
897,ebird,comments,Indian Paradise-Flycatcher,Andhra Pradesh,South,13.3759,78.4527254,10,1,2016,R
898,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5094716,10,2,2016,W
899,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,11.9855288,77.6892603,10,5,2016,R
900,OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,29.4403,72.730959,10,8,2016,R
901,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.2313,76.4378339,10,9,2016,R
902,ebird,Photo,Indian Paradise-Flycatcher,NCT of Delhi,North,26.062108,77.213 ,10,11,2016,W
903,ebird,Photo,Indian Paradise-Flycatcher,NCT of Delhi,North,26.062108,77.2282 ,10,11,2016,W
904,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,14.5990068,76.2327 ,10,11,2016,I
905,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.2331,76.4378339,10,14,2016,R
906,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0713427,77.6114345,10,15,2016,R
907,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,17.378,74.6035033,10,16,2016,W
908,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.5549,77.6528,10,16,2016,R
909,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.5549405,77.6528,10,16,2016,R
910,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.0202705,79.8554993,10,16,2016,W
911,ebird,comments,Indian Paradise-Flycatcher,Telangana,Central,16.6636529,77.8657776,10,16,2016,W
912,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.8664,79.2872143,10,17,2016,R
913,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,79.2872143,10,17,2016,W
914,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.2923609,75.1291462,10,18,2016,I
915,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.893437,75.6557608,10,18,2016,W
916,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0518747,77.5750744,10,19,2016,R
917,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0579,77.5750744,10,19,2016,R
918,Inaturalist,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,17.4197374,73.756216,10,22,2016,W
919,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,79.2819089,10,22,2016,W
920,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.2967,74.8006779,10,23,2016,R
921,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.37,77.6847,10,23,2016,W
922,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.2758427,77.0072937,10,23,2016,W
923,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3471469,74.7853625,10,24,2016,R
924,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.854,75.4343662,10,24,2016,R
925,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.01462,77.0956993,10,24,2016,W
926,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.15547,74.7969389,10,25,2016,W
927,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.8623636,75.4343662,10,25,2016,R
928,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.37,75.0901365,10,26,2016,R
929,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2820567,76.628521,10,26,2016,W
930,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.7693427,77.6887 ,10,26,2016,W
931,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3471,74.8167604,10,27,2016,R
932,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0689753,77.5750744,10,28,2016,R
933,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.26,79.8741388,10,28,2016,W
934,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,15.2923609,74.6432,10,29,2016,W
935,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3471469,74.7853625,10,29,2016,R
936,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.5273,79.4679201,10,29,2016,W
937,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.0071461,78.0473 ,10,29,2016,R
938,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.225059,77.3748422,10,30,2016,R
939,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2334098,77.3748422,10,30,2016,W
940,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.8676,75.4343662,10,30,2016,R
941,ebird,Photo,Indian Paradise-Flycatcher,Andhra Pradesh,South,13.6328386,78.4014 ,10,31,2016,W
942,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2334,77.3748422,10,31,2016,R
943,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.3808,73.1233692,11,3,2016,R
944,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,9.6182568,78.0934,11,3,2016,W
945,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.8664,79.2872143,11,3,2016,R
946,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8949,75.6557608,11,4,2016,W
947,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.0148,77.0957 ,11,4,2016,W
948,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0805481,77.64471,11,5,2016,W
949,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.6603595,77.5667381,11,6,2016,W
950,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.7202237,77.6611 ,11,6,2016,R
951,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.0518,76.3394,11,6,2016,W
952,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.3759,72.9352 ,11,6,2016,W
953,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.894966,75.6558 ,11,7,2016,W
954,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.895,80.1731157,11,7,2016,R
955,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,9.5791267,78.5936 ,11,8,2016,W
956,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8848289,75.6557608,11,10,2016,I
957,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.1312119,77.1605,11,10,2016,W
958,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.1961,77.2035,11,10,2016,W
959,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.3636531,74.1061735,11,11,2016,W
960,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.370408,76.6569 ,11,11,2016,R
961,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.0349,77.5751,11,12,2016,W
962,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.04623,77.5751,11,12,2016,W
963,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,12.5523539,74.9852,11,12,2016,R
964,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.7755,76.721,11,12,2016,W
965,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.7755,76.721,11,12,2016,W
966,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.9995399,77.5671,11,13,2016,W
967,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,12.4031315,75.0269973,11,14,2016,R
968,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,12.4089,75.0269973,11,15,2016,R
969,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.8195,76.6676 ,11,15,2016,W
970,Fb,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.6921745,77.565595,11,17,2016,R
971,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.9934334,77.5671,11,19,2016,R
972,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.928985,77.5866303,11,19,2016,R
973,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.5305,76.6564 ,11,19,2016,I
974,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.409,80.4437 ,11,19,2016,W
975,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934334,80.2288628,11,19,2016,R
976,OBI,Photo,Indian Paradise-Flycatcher,Gujarat,Central,29.3476,72.499209,11,20,2016,W
977,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.0740864,76.6262054,11,20,2016,R
